statement_clean,justification_clean,label_num,label_tf
united states stood alone war iraq,blitzer asked obamas decision strikesyria wasserman schultz defended president argued support unlike theunited states stood alone iraq although democrats often criticize bush invading iraq without global backing including united nations bush put together coalition nearly 50 countries notably britain ultimately supported invasion many sending troops thats roughly par support network obama put together action syria possibly exceeds,0,0
13million people america make living ebay,least us authorities matter say calculations bunk,1,0
washington dcarea never recession,perry rightly say white hasnt made public tax returns perry sought score political points,1,0
says governorelect scott walkers choice transition team leader killed release damaging report walkers record days leading election,think many people might miss distinction however nelsons strongly worded statement probably leave impression florida couldnt get education money drilling could opt texas done use revenue drilling within 10 miles education also extrapolating rules states apply florida fact congress still must address state would affected conceivable congress could change rules florida states allow money spent broader uses,2,0
300 million stimulus allocation wisconsin led creation tens thousands jobs every corner state,rating walker declared latest taxcut plan signed delivered 2 billion muchneeded tax relief people wisconsin best guesswork estimates multiple sources including nonpartisan office used legislature confirm figure right around number note item changed publication,1,0
says sheldon whitehouse said senate floor everybody rhode island disagrees obamacare aryan white supremacist,fact wasnt clintons responsibility send troops scene military chain command took responsibility defense department attempted send help scene unable reach benghazi deaths occurred pence implied clinton dawdled sending help americans danger,0,0
confer phds year university america except berkeley,period number k12 students virginia climbed 6 3 percent consider inflation last decade governor new spending slightly doubled growth enrollment much increase came new standards learning requirements mcdonnell strongly supported legislator,2,0
hillary clintons state department actually admonished one ambassadors wasnt using proper server,paul said state department clinton actually admonished one ambassadors using proper server ambassador question scott gration effectively fired post kenya 2012 mostly poor management skills also email management departments office inspector general works independently called grations use personal email account government business leadership failure security risk,5,1
marco rubio tried insert 15 million rowing institute state budget,request know wasnt made rubio poppell andjust even clear rowing center appropriation line budget tie rubio rowing center oversimplification state budget process works process crist former state senator knows quite well,0,0
kelly ayotte voted defund planned parenthood six times,rating criticizing walkers record job creation tate said welcome wisconsin road signs always made wisconsin walker outsourcing outofstate company paying money changes made large wisconsin welcomes signs near states borders state give sign maintenance contract georgia firm businesses state taxpayers pay small roadway signs prices contract increasing,4,1
race democrats top target november,chambliss said obamacare fixing get hit biggest entitlement program american taxpayers ever seen measured obvious standard whether theres ever bigger entitlement program obamacare hardly biggest next 10 years obamacare ranks higher fourth trailing social security medicare medicaid use less obvious standard restricting initial projected costs first 10 years entitlement program obamacare rank biggest percentage gdp though thats shaped differences population growth medical inflation make comparisons questionable,1,0
russian ruble already going,kasich never accused charged crime fitzgerald lacks proof even suspected one fitzgerald walks finer line citing specific cases members kasichs administration political circle accused ethics violations uses poor judgment nothing fits paytoplay label borges misdemeanor come kasichs term fitzgerald might better argument,4,1
mark warner voted nearly 1 trillion new taxes 7 trillion new debt,gillespie says warner voted nearly 1 trillion new taxes 7 trillion new debt although economists might quibble debt figure dont,5,1
president obama raised muslim,thompson think deserve bit credit negotiating company acquire 40yearold vaccine accounts donated henderson though said government paid rating thompson accurately recounted much vaccine hand target saying watch enough became available every man woman child america didnt technically create stockpile boldly shot moon size seamlessly sold idea congress experts personally drove public private move successful conclusion years even carried element luck,0,0
sherrod brown failed pay taxes three separate times,aware pending freestanding legislation know congress revisit topic gets back said bill wicker spokesman bingaman ultimately obama correct everything said law 30day limit difficulties conducting full study time frame frequent waivers marking slightly implying 30day limit tied administrations hands administration wanted change mms procedures short rewriting law could done proposing stringent requirements environmental assessments undertaken permitting process timelimited law could pushed earlier rewrite law,5,1
still live workingclass neighborhood grew,rubios home going 675 000 median home value owneroccupied home significantly lower 311 475 according 2010 census data zillow com put median home list value west miami 202 600 rubio said still lives workingclass neighborhood grew yes looking leave,4,1
every new republican member us senate said vote repeal replace obamacare,legitimate number commonly used clearly defined,4,1
says hillary clinton supported continues support fracking,first error relying u department transportation continues cite 12yearold statistic second misstatement exaggeration study,4,1
says 250 texans killed action since 9 11,van de putte said 250 texans killed action since 9 11 thats half 588 texans perished action january 2002 recent texans death dec 24 2012 according federal government,1,0
john mccain proposing tax cuts would give average fortune 500 ceo additional 700 000 tax cuts,ah brings us back difference unlawful something violates law illegal courts decision whether law enforced sense parsing words matter albers said would illegal fulton raise taxes isnt commission regardless common understanding word,4,1
big oil gave scott brown 454 260,mike stenhouse rhode island center freedom prosperity said rhode island burdensome level healthinsurance mandates nation well leave others decide whether laws requiring health insurers cover things mental health problems infertility wigs people lost hair chemotherapy create burden rhode island needs correct although stenhouse cites national study lists rhode island first place 2010 tied first 2011 blue cross tally shows rhode island 17th place even top third nationally get updates politifact rhode island twitter politifactri,3,1
first professional baseball team ohio city,new york times think right guided people florida people washington c review change crist campaign repeatedly said would run republican first debate broadcast nationwide fox news sunday campaign press release crist says pondering party switch ahead april 30th deadline asked would explain noparty bid repeatedly saying would crist said things change well watching see shakes prepared update ruling clear crist opened door locked shut,5,1
last 6 years 420 elections state senator state representative three incumbents defeated,4 000 figure debatable even accept unions logic conclusion weac states largest teachers union calls school staffing losses layoffs putting number 4 000,5,1
said keep plan hasnt changed since law passed,according obama said keep plan hasnt changed since law passed found least 37 times since obamas inauguration top administration official made variation pledge like plan keep never found instance offered caveat applies plans hadnt changed laws passage seven 37 cases came release hhs regulations defined grandfathering process impact would clear sebelius teleconference reporters provide sort caveat instances blog post focused upside downside one mention extent grandfathered plans might doomed strikes us equivalent fine print television commercial running heavy rotation obama ignoring overwhelming majority times addressed issue people would heard,0,0
look states right work constantly budget deficits good business climates,generally rank righttowork states higher union states considered many factors including tax policy could account better rankings get updates politifactri twitter,2,0
companies moving mexico almost place right,rather debate year centered whether extend tax breaks everyone extend nations highest earners cuts wealthy residents allowed expire would mean tax increase 0 4 percent gdp ruling trillions dollars stake expiration bushera tax cuts places among nations costly still cuts allowed expire would amount less half percentage gross domestic product reflected 1942 tax increase,3,1
new jersey network news station covers new jersey government,debbie ratcliffe tea spokeswoman told us agency keep information many individuals never taught becoming classroom teachers said information kept certification program time grade villarreals statement find precise count teachers austin texas public schools started without teaching practice though significantly undisputed schools hire teachers lacking even minute experience teaching class,1,0
twentyseven outofstate pharmaceutical companies raised campaign dollars drug price control measure state ballot measures raised date combined,moreover colleagues observed one say would happened without massive government intervention rating granholm said auto rescue obama saved 1 million middleclass jobs across america including 28 000 wisconsin two figures drawn estimates independent study certain job losses would reached levels without rescue jobs projected saved middleclass jobs obama deserves major share credit saving jobs,3,1
state ohio one lowest unemployment rates nation right leading pack terms job creation,monthly stats march april available time statement showed ohio losing jobs ohios jobless rate improved considerably since rose 10 percent 2009 2010 one lowest unemployment rates nation national average,2,0
miscarriage considered abortion,make point need increase minimum wage maher pointed plight fast food workers average 29 receiving form public assistance median age economists say accurate measure mean age 29 according best information could find receiving public assistance maher referencing university report funded group supports increasing minimum wage report concluded 52 percent families fastfood workers receiving type public assistance thats exactly maher put didnt refer families assistance programs specifically meant help families children experts meanwhile said methodology behind report appears credible matter opinion constitutes public assistance,3,1
says tim pawlenty said 2006 era small government government proactive aggressive,seen ways clear demographic hurdles debate reasons phenomenon last rileysstatistic checks census data shows indeed first time ever black voter turnout higher nationally white voter turnout least high states strict voter id laws,4,1
since president obama came office another 2 million hispanics joined ranks poverty number hispanic children living poverty increased 15 percent short period time,boehner oppose measure point question whether reopening tax loophole result jobs shipped overseas see connection based tax experts said thats pretty big caveat,2,0
people killed terrorists 2015 year ever 80 percentincrease 2014,cruz said heres simple undeniable fact overwhelming majority violent criminals democrats however important caveats study question looked violent nonviolent felons without separating two groups clear whether patterns holds 47 states also study didnt look active criminals rather already served time finally hard draw line cause effect particularly given disproportionately high population africanamericans traditionally democratic group criminal justice system,4,1
businesses closing opening first time nations history,wilcox said businesses closing opening first time nations history hes right firms closing shop starting trend started 2008 stat hes citing study 35year period 1978 2011 american history census bureau database used study measuring entries exits since 1970s economists including studys author told us wilcox overreached bit trend may happened dependable sources information prove first time occurred statement partially accurate leaves important details takes things context,3,1
says democrats told catholic church theyll use federal powers shut church charities hospitals church doesnt change beliefs,cruz alluding obamacares contraception insurance coverage mandate said democrats told catholic church would use federal powers shut charities hospitals church doesnt change beliefs found sign statement anything close catholic bishops said potential accumulated fines resulting refusals carry contraception mandate cause institutions shut however prospects reflect direct threat democrats government contrary administration moved widen mandates exemption religious employers provide workaround act insurance providers goal allowing affected parties continue work without violating changing beliefs,0,0
1929 secretary state shut program collecting information protect america unseemly move led millions millions deaths world war ii,rogers said 1929 secretary state shut program collecting information protect america unseemly move led millions millions deaths world war ii generally correct description years shuttering pioneering codebreaking project called black chamber historians dismiss suggestion program led inexorably onset world war ii best say notion greatly exaggerated,3,1
estimated leave somewhere north 350 billion year thats billion year table uncollected irs doesnt resources,gop leaders resisted major changes law however rankandfile members parties pressed enactment lobbyist registration requirement house senate resolutions restricting gifts ad cites washington post editorial calls 2007 law strongest ethics legislation emerge congress yet editorial credits reid key player help feingold obama,3,1
nine hundred people fired since became secretary veterans affairs weve got 60 people fired manipulated wait times,hinojosa said 50 hispanic students count pell grants pay college according tofederal figures 50 percent hispanic undergraduates received grants 20112012 latest year figures available,1,0
reformed welfare others tried,fireworks lobbyist eric turner contending fireworks injuries decreased sparklers legalized said connecticut legalized sparklers similar pyrotechnics 2000 57percent decrease compared 14 years prior turner stood shot mouth smith hill wouldnt respond repeated requests information contacted agency cited testimony found current database misses virtually fireworks injuries finally reliable source information hospital records collected state health department shows significant change emergency room visits sparklers similar devices became legal,1,0
78 81 house democrats members communist party called congressional progressive caucus,west said believe theres 78 81 members democrat party members communist party west said referring congressional progressive caucus communist party publicly referred progressive caucus ally communist party spoken positively progressive caucus doesnt mean democrats caucus communists heck west often pointed u rep dennis kucinich liberal democrat ohio agreed resolution calling withdrawing libya doesnt make west democrat west using guilty association failed prove member congress communist,0,0
says hillary clinton democrats admitted theres one candidate scares hillary clinton thats sen marco rubio,baby got pacs ad said democrats admitted theres one candidate scares hillary clinton thats sen marco rubio theres actual statement hillary clinton saying much part commercial stretch commercial share sources quote democratic politicians operatives leans heavily former obama campaign director schale wrote blog post expressing anxiety rubio schale worth noting favored biden hillary clinton initially baby got pac puts lot faith anecdote involving bill clinton largely unsubstantiated caveats still clear rubios campaign concern strategists left,3,1
says mitt romney put planned parenthood state medical board failed put prolife group board,aig says honored commitment repay government plus profit 22 billion 7 billion still critics point special tax provision granted aid struggling company substantially offsets profit,3,1
economy still three people looking every job opening,sperling said todays economy three people looking work per job available crunched bls numbers got ratio economists bls data shortcomings would make ratio higher would make lower also might accurately reflect climate looks like perspective employers job seekers still minor quibbles,5,1
says rep john katko promised wouldnt vote defund planned parenthood since hes office hes done four times,feb 4 report u energy information administration found average price gasoline 2 98 gallon 23 cents peak 3 22 last may 21 fact senator alexandria motorcade drivers could filled 2 92 gallon barbers auto service center exxon station near school adjust inflation current national price still 41 cents peak 3 39 per gallon set march 1981,5,1
says mitt romney arizona said believes states sb 1070 immigration law model national immigration laws,hightower said postal service taken taxpayer aid since 1971 funds operations entirely sale stamps like makes operational profit year year service funds operations sale stamps like also congress 1970 set course ending federal subsidies last subsidies flowed 1982 1971,1,0
says georgia ranks near bottom per capita transportation spending,gohmert told cspan al qaeda camps drug cartels mexico since 9 11 occasional speculation al qaeda operatives crossing country mexico notably napolitano said 2011 u government thought would happen zetas united al qaeda,5,1
dodd brought parties together pass family medical leave act,costs factored defense spending comes 5 percent gdp even higher level spending low compared post world war ii era forbes right u defense budget relatively low mark measured countrys economic outlook,5,1
half lottery directors across country run lottery hired,robinson governors spokesman shunned criticism states new lottery director previous lottery experience selected job last month robinson told newspaper reporter half countrys lottery directors run lotteries taking top job room interpretation,4,1
health care reform plans consided congress finally reduce costs health care,four included statement ad spot obrien republican majoritys push defund planned parenthood ad mark areas proposal repeal kindergarten mandate got little support either party ushered quick death push away compulsory education removed associated bill reached house floor finally birth control bill house republicans sought allow employers decline include birth control insurance coverage eliminate coverage entirely charges democratic party shooting 14,3,1
ohios judges compared similar states woefully underpaid,indeed metro atlanta larger population 30 states u census figures show humphreys said atlanta region highly developed economy economic resources airport serving people states country world point research showed atlanta slightly better categories,4,1
see whole bunch korean cars united states dont see american cars korea,cant say trend due previous attorneys general less aggressive prosecuting violations states open government laws kilmartin public bodies getting brazen ignoring,4,1
never mind red light camera speed camera radar gun ever stopped one accident occurring,ruling tom mccarey wrote penn live editorial technologies pushed bicycle coalition greater philadelphia extension states red light camera program pilot program speeding cameras roosevelt boulevard use radar detection police would make highways dangerous stop cyclist hit one point wrote never mind red light camera speed camera radar gun ever stopped one accident occurring multiple studies shown crashes reduced areas red light cameras speed cameras used dominique lord completed study questioned efficacy red light cameras said cameras prevented least one crash,0,0
judicial race special interest groups demanded money exchange endorsement support,gingrich presidential candidate 2011 declared never favored cap trade told frontline cap trade system combined tax incentives something would strongly support even took hindsightis20 20 stance saying country would much better cap trade instituted,1,0
38 studios deal wall street investors took risk went bust,nelson said state florida thirdlargest state surpassed new york population based official information u census july 2013 new york third place population 100 000 residents florida demographers predicted florida soon overtake new york possible already happened demographers said wont know certain census releases updated information later year,1,0
says sen john mccain taken money wall street sitting senator,say thats fact,3,1
weve able create 60 000 net new jobs virginia since february,crossroads gps ad said arkansas seniors depend social security medicare pryor supports overhaul couldnt get social security turn 68 69 ad point pryor suggested raising retirement age ktss interview however ad explicitly directed toward arkansas seniors selective editing ktss interview crossroads gps omits clear important qualifier pryor made future hike retirement age would kids generation teenagers today,4,1
embryonic stem cell research dead end one good example successful treatment,weldons synopsis embryonic stem cell research scientific dead end appear widely shared scientists research ongoing scientists say early call quits discovery made 1998 weldons second point one good successful treatment embryonic stem cell research accurate though scientists say premature unrealistic given fields bureaucratic constraints,2,0
says never said wanted move social security back states,wouldnt want make citywide proclamation span control certain ratio much effective look bureau bureau smith knows generally careful say much public remarks sort thing anyhow data backs smith,2,0
obama administration put major rules clinton administration bush administration comparable times,rabinowitz also noted many regulations grow directly laws passed congress ordered courts presidents merely riding roughshod lawmakers public obamas biggest rules resulted court rulings dating bush courts requiring environmental regulation bush balked obamas share similar statutory judicially required rules 48 percent rules administration finalized much different share clinton deal first term share bush second term doesnt change facts statistics stated portman obama administration put major rules clinton administration bush administration comparable times,5,1
obama president baldwin senate kept campaign offices running fox valley eau claire la crosse staffs preparing next battle,found single employee successor obamas campaign group didnt start working long statement made,1,0
democratic health care law added 12 years solvency medicare,rating milwaukee alderman defeated incumbent become mayor according donovan relatively rare aldermen former aldermen run mayor even rare win none ever bested sitting mayor experts agree,3,1
says indiana governor made record investments education,occasionally get snow occasionally get ice rarely get snowicearcticconditions metro atlanta lived last week may like state local officials responded snow ice history shows perfect storm winter weather rare eaves estimate type thing occurring every 10 15 years might actually bit conservative,3,1
member congress chris murphy raking 1 million salary,event fishkill last month cuomo said spend less 2 percent every year lowest increase spending since keeping numbers comparable data exists rockefeller administration,1,0
says compare portland metro area cdcs statewide cavity rates portland metro area would actually rank 15th lowest cavity rate us,however fluoride opponents went said portlandmetro area would actually rank 15th lowest cavity rate u numbers relied fluoride opponents show new york 15th lowest cavity rate country national ranking state cavity statistics states reported numbers states may differ sampling states report numbers different years oregons numbers multnomah county include three grades compared one grade aged new york statistic cited public health experts interviewed say appropriate compare county percentage percentage another state,1,0
one four inmates illegal immigrant,republican strategist lisa boothe said fox news oreilly factor one four inmates illegal immigrant data boothe cited included immigrants legally illegally likely number least somewhat inflated federal agencies say dont track data inmates country illegally several immigration experts told us theres definitive source specific number,2,0
5cent charge paper bags tax,although fbi released data 2009 arizonas statistics show crime rate 2009 dropped additional 12 percent crime going overall arizona said tony larose associate professor criminology university tampa noted national trend past almost three decades trend holds even measure violent crime james alan fox professor criminology northeastern university said type crime people think discussing crime illegal immigrants,1,0
parents dont health insurance senator obama wants children fined,u chamber said obamacare could cause 20 million people lose current coverage chamber employs worstcase projection nonpartisan research agency agencys forecasts lower wouldnt know watching ad unlike priebus group specify type insurance potentially affected specific type insurance employerbased insurance plus 20 million estimate counts people receive coverage employer might receive better coverage elsewhere importantly figure represent uninsured people get coverage law,3,1
property appraisers budget 1 million less today took office 16 years ago,ken would support either ad another example michael bennet wants talk anything issues coloradans care creating jobs controlling spending getting economy back track reviewing record buck said opposes abortion even cases rape incest,5,1
nuclear agreement iran never sunsets theres sunset agreement,point firefighters often earn lot base pay short andriole right said central falls firefighters pay among lowest state region talking base pay get updates politifactri twitter,3,1
64 percent minimumwage earners women,georgia bureau investigation looked pink pony trop inc owner dennis williams could find anything related dekalb county business nothing see seems agency could find record violation,5,1
last decades income top 1 percent grew 275 percent average 13 million year,current economic downturn longer period unemployment rates 9 percent 198283 recession overall higher unemployment rates period modern u history compares rubio right countrys current unemployment outlook high long since great depression fails note comparable period early 80s shorter seven months several months higher overall unemployment,4,1
million people could get health insurance right away texas expanded medicaid obamacare,husteds tweet land truth0meterthe figure correct points slight postrecession upward trend context around tweet figure worth boasting sign economy recovery seems overly optimistic especially given news releases footnote theres guarantee filings mean jobs created,5,1
two years agoi wrote secretary paulson wrote federal reserve chairman bernanke told subprime lending something deal,u senate candidate kamala harris recently said last 40 years countrys prison population grown 500 percent data show nations combined prison jail population grown 500 percent period isolating prison population data shows group soared nearly 600 percent matter crunch numbers show dramatic rise incarceration one actually exceeds harris stated statement right track needs clarification,5,1
2010 2 694 young people killed gunfire 1 773 victims homicide 67 elementary schoolage children,llewellyn said similar accusations socialism capital surfaced every election year since caucus created theres nothing stop llewellyn said cant tell number times weve tried stop,4,1
congress vacation,hyde briefly considered backing abortionrights bill colleague bush one time opposed outlawing abortion still difficult compare records issue way political landscape dialogue changed years,2,0
obamas job approval rating,cruz said mike morell testified told congress reason obama bombed isisoil fields theyre concerned global warming found instances morell testifying congress point talk obamas isis strategy pbs cruz misquotes said morell said u military forces spared oil tankers wells oil fields order avoid environmental damage preserving environment local population quite different global warming officials brought deterrent bombing isis u military striking oil assets limited strikes concern civilian casualties destroying oil infrastructure damage local environment climate change obama administrations top priority experts said would make sense bomb oil fields,4,1
news coverage raid arizona border seizure five days ago right arizona border,experts believe unlikely plugin hybrids even could mass produced couple years clinton suggests hate rain clintons optimism fact significantly overstates status highmileage vehicles,0,0
says scott walker eliminated office economic development middle recession,first far tell recent downgrades u debt historic second perry correct nations rising debt level major factor rating agencies decision however statements focus spending obama overlooks fact increases also occurred bush,4,1
fought republican budget ends medicare know,perry said current law already requires state agencies give preference goods produced grown texas existing law says making purchases goods comptroller state agencies shall give preference produced grown state offered texas bidders comptroller operates rules say items manufactured texas considered produced texas,2,0
barack obama rejects everyone white including mother grandparents,crist said blog attacking scott florida ranked 2nd nation longterm unemployment analysis economic policy institute ranked florida second new jersey district columbia ahead significant margin error numbers difficult pinpoint states ranking economists used measures come different ranking florida also governors play role developing jobs pace floridas recovery cant pinned scott,0,0
says barack obama first president modern history single year 3 percent growth,perry said one five children live family thats food stamps precise latest federal estimate 2014 1 5 children received snap benefits,4,1
says donald trump brings hundreds foreign workers replace americans,clarified beliefs cnn interview next day another television interview three days later followup interviews omalley said jobs lost recession recovered americans still better country creating jobs instead losing chairman devaney correctly cited omalleys original remarks failed mention governor said opposite subsequent interviews understand especially hyperpartisan atmosphere surrounding presidential election politicos going cherrypick comments make side look good guy look bad,3,1
says texas law takes six years close failing school,fourteen schools posted two consecutive unacceptable years hadnt yet reached five ratcliffe said although new accountability system works sixyear requirement wont change unless state law governing closure modified legislature example dewhursts twoyear suggestion adopted ruling dewhurst said takes six years texas law close failing school thats maximum usually taken nearly long law commissioner order closure three years,1,0
period 2007 2011 office health insurance commissioner reported 18 percent decline states total medical spending,bush said massachusetts gov romney narrowed gap students different races always somewhat dubious take snapshot statistics one two years dentremont said significant gains student achievement dont happen overnight gains massachusetts result 20year reform effort whats romney singleterm governor get credit improvement achievement gap influenced myriad factors bushs statement romney partially accurate omits lot important information overstates former governors impact,3,1
louie gohmert texas compared current generalincharge egypt george washington,collins said gohmert compared current generalincharge egypt george washington gohmert linked egyptian general washington statement could benefit clarification gohmerts comparison limited figures desire put country ahead compare aspects characters achievements,4,1
70 000 job openings listed state jobs website,dewhurst says cruz said opposes amnesty helps run two national organizations leading push give amnesty illegal immigrants thats weakened top cruz advisory board one two relevant groups hap institute favors comprehensive immigration reform including hurdles illegal immigrants must clear qualify legal residency least debatable whether thats amnesty far tell even among top 20 advocacy groups immigration policy,4,1
cuba lower child mortality rate life expectancy greater,bush said clinton investigation fbi right fbi conducting general inquiry security clintons private email server law enforcement officials said clinton target inquiry fullblown criminal investigation clintons actions clearly frontandcenter fbi investigation,3,1
austin mayoral candidate mike martinez takes corporate money,obama said u doubled distance cars go gallon gas clearly sounds though cars road today running twice earlier fuel efficiency comparing real number projected one standard vehicles manufactured decade,0,0
says missouri needs voter id law theres 16 people state missouri convicted type voter fraud,morial said number killings citizens police twodecade high morial quoting usa today analysis based fbi statistics sense morial seemed good sources digging deeper showed information hardly reliable fraction law enforcement agencies provide data fbi agencies reporting changes every year problems new fact noted usa today story referenced normally would put stock fbi statistics case many known problems data,3,1
1960 black children raised twoparent monogamous families today 20 percent black children raised twoparent monogamous families,jackson said 1960 black children raised twoparent married households 20 percent live twoparent households 1960 twothirds black children living two parents part jacksons statement correct recent figures show 34 percent living two married parents jacksons latest figure doesnt harm gist theres significant decline traditional black families,4,1
says ohios economic recovery started february 2010,kasich repeatedly dinged strickland hundreds thousands lost jobs issue likely remain key talking point 2014 gubernatorial race,4,1
says every time legislature suspended kicker recently corporate kicker 2007 salem spent every penny failed stabilize states revenues,first greene wasnt trip said humanitarian trip trip detour hydraulic issues case sounds right,2,0
poorest counties us appalachia happen 90 percent white,webb said poorest u counties appalachia happen 90 percent white doubt poorest appalachia particularly eastern kentucky measured median household income overwhelmingly white appalachian counties comprise six 10 u counties lowest median household income measured poverty rate one mostlywhite appalachian county ranks 10 poorest nine south dakotas texas larger majorities either black native american hispanic latino pattern pretty much holds rank poorest counties lowest per capita income webbs statement partially accurate needs context,3,1
hyde amendmentlanguage human trafficking bill democratic sponsor admits bill voted,remains seen leave us right nowin response question walker misused phrase decertify cant make state employees unions vanish,4,1
29 mass shootings committed concealed carriers since 2007 period one 1 licensed civilian meaningfully intervened mass shooting,say sanford cherrypicking letter would generous taken one number letter seems support thesis distorted hes ignored several prominent measurements show stimulus bill would help economy,3,1
toothpaste contains poison substance fluoride,still transportation experts agencies spoke dont discount congressmans statement new yorks mta biggest overall new jersey within top 10 terms statewide systems new jerseys indeed largest,2,0
says romney wrote first edition book health care plan expanded nationwide took book,fact presenting defense statelevel choice pitch mandatory national approach santorum said book everybody added romney took assertion later edition,2,0
united states number deductions available corporations corporate income tax,crossroads gps math correct says obama added 4 billion debt every day ad suggests obama solely blame,1,0
says ronald reagan repeatedly talked irresponsible would allow full faith credit united states impaired kind way,sure find price look hard enough especially youre driving california dewhursts comment implies 4 50 gas commonplace average gas prices 15 20 percent lower week dewhurst blasted obama also doesnt control price gas,4,1
first time ever voted democrat florida 2008 voted four times life hes asking floridians come vote,blows water author report produced number said accuracy bolstered regulations make oregon one states allowed collect comprehensive health insurance enrollment information directly insurers none insurers questioned validity reports numbers including 95 percent figure,4,1
national economic recovery led higher expected tax revenues projected budget surpluses nearly every state nation including wisconsin,would chinese knowledge english really understand last sentencebut important note significant difference english learners speakers statistics interviews experts indicate china still far away largest number speakers,5,1
says came republican party sooner age ronald reagan,librarys website says reagan made switch registered republican fall 1962 51 perry born march 4 1950 first three political races texas house seat democrat switched parties 1989 challenge democratic agricultural commissioner texas tribune storysays perry announced changing parties sept 29 year press conference outside texas capitol day press conference perry 39 years old 12 years younger reaganwhen made switch,5,1
one year president obama provided 90 billion breaks green energy world solar wind solyndra fisker tesla ener1,90 billion described report provided romney campaign wasnt provided one year wasnt distributed primarily via tax breaks wasnt primarily provided directly companies wasnt primarily spent solar wind wasnt spent fisker tesla reality 60 percent directed state local governments utility companies energy efficiency transportation electrical infrastructure,1,0
buehler elected votebymail system would risk,donald trump said five guantanamo detainees swapped bowe bergdahl right back battlefield taliban five known qatar since release year ago qatar considered neutral ground battlefield allowed leave country least one five contact suspected insurgents experts said enough information available know extent communications even communicated insurgents afar would literally going back battlefield,0,0
health care marketplaces privacy protections,however found federal privacy regulations affordable care act keep systems data hub storing user data cybersecurity experts spoke said security precautions place healthcare gov least strong secure ecommerce websites consumers already accustomed using one spoke raised concerns privacy relevant complaints saw remain websites slow consumer information vulnerable,1,0
94 percent employed department education federal level deemed department nonessential employees,clinton said sanders called obama weak hes called disappointment sanders critiqued obama used words describe feelings americans describe obamas policies sanders specifically call obama weak disappointment,2,0
congressman patrick murphy voted keep scandalridden irs charge enforcing obamacare,nrcc video stated irs would charge enforcing obamacare,2,0
says bag litter increased san francisco banned singleuse shopping bags,springer said san franciscos litter bags actually increased enacting ban plastic bags litter audit conducted ban took full effect found two retail plastic bags previous years sampling however next audit launched ban fully place nearly year saw twobag drop maybe means litter decreasing though would want research reach definitive conclusions,2,0
hidden healthcaregov code language means users waive reasonable right privacy personal information,websites markup include sentence along lines isnt visible user displayed public carries legal weight consumers cant consent bottom line doesnt change thing privacy protections place healthcare gov,1,0
peter defazio sneak 1 percent tax banking transactions,mention figure would impacted federal subsidies large percentage purchasing policies insurance exchange could qualify expert kaiser noted figuring average premium costs tricky cheaper policies lower average price wont available 2014 laws requiring certain coverages could push 2014 averages,0,0
one reasons believe trouble yemen lost population drone strikes issues thats stirred population thats happening yemen,qualify nevins said ruling waldman said prohibited walking capitol gun go county commission school board first half sentence waldman spoke broadly permit holders walk capitol gun cant carry gun meeting house senate clear cant carry gun meeting county commission school board least government attorneys interpret law mean carry gun commissioners office city county hall,3,1
says hillary clinton sent memo state department staff said state department business personal email,mosttoleast breakdown herman cain 2 850 mitt romney 2 750 michele bachmann 2 250 newt gingrich 500 tim pawlenty rick santorum 250 democratic side obamas campaign received 16 000 donations members military conducted rough check pauls campaign spokesman gary howard said email numbers showed paul garnered 34 480 members military gop candidates fielded 13 848 obama took 19 849 summing pauls militaryconnected contributions three months double contributions republican presidential candidatesand also exceed obamas,4,1
georgia restrictive ballot access laws countryelectionsmarynindependent00000a television interview61333666jsonfalseon whether federal debt limit raisedfederalbudgetbarackobamapresidentillinoisdemocrat70711601639an interview george stephanopoulos61344608jsonhalftruewhen george w bush governor texas percentage uninsured went successor rick perry gone upchildren healthcare newhampshire2012mittromneyformer governormassachusettsrepublican3432583319a republicam debate hanover nh613511023jsonfalsesays book art deal 1 selling business book timecandidatesbiography jobaccomplishmentsdonaldtrumppresidentelectnew yorkrepublican63114513761remarks cnn61362096jsonhalftruedemocrats 1930s wanted president franklin roosevelt conservativehistory pundits abcnewsweekgeorgewillcolumnistmarylandcolumnist76351a roundtable discussion abcs week613712853jsontruesays danny tarkanian wants defund planned parenthood would outlaw womans right choose even cases rape incestabortionjackyrosennevadademocrat00000a press release613812670jsonpantsfirecondemning violence police urging support police markedly absent president barack obamas public remarkscriminaljusticewilliamjohnsonorganization00001an interview fox news61391508jsonhalftrueflorida leads nation elected officials charged crimes,increased federal borrowing increase demand money raise interest rates would discourage businesses borrowing interest rates near historic lows said rating neumann said federal government didnt borrow 1 2 trillion every year fund government operations money would available entrepreneurs business people put work creating jobs building expanding businesses,5,1
women men making less adjust inflation john kitzhaber first elected governor,didnt words change final result richardson campaign get back us regardless information provided doesnt hold data two federal agencies state employment department show genders make today wages adjusted inflation kitzhaber first elected 1995,1,0
according independent experts donald trumps tax plan would blow debt 5 trillion would instances disadvantage middleclass families compared wealthy,obama said lessaffluent children behind time start school heard 30 million fewer words peers higherincome families experts say studies clearly support obamas point,5,1
